,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
11,182582673-Unable to Locate Complainant,182582673,2018-09-15 22:55:48,"2400-BLK N 48TH ST,MKE",3,SHOTS FIRED,Unable to Locate Complainant,"2400- N 48TH ST,MILWAUKEE","{'lat': 43.062319, 'lng': -87.973781}",
12,182582638-To be Filed,182582638,2018-09-15 22:39:30,"2920 N 4TH ST,MKE",5,INVESTIGATION,To be Filed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
13,182582716-Advised,182582716,2018-09-15 23:34:20,"1211 N MILWAUKEE ST,MKE",1,INJ PERSON/SICK,Advised,"1211 N MILWAUKEE ST,MILWAUKEE","{'lat': 43.045884, 'lng': -87.907444}",
14,182582760-Service in Progress,182582760,2018-09-15 23:33:15,"2900 W OKLAHOMA AV,MKE",6,SPECIAL ASSIGN,Service in Progress,"2900 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.990356, 'lng': -87.9515}",
15,182582759-Service in Progress,182582759,2018-09-15 23:32:28,"749 W STATE ST,MKE",1,REPORTS,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
16,182582756-Advised,182582756,2018-09-15 23:31:56,"1124 S 21ST ST,MKE",2,FIGHT,Advised,"1124 S 21ST ST,MILWAUKEE","{'lat': 43.019555, 'lng': -87.938996}",
17,182582755-Service in Progress,182582755,2018-09-15 23:30:23,"1100 N WATER ST,MKE",1,SPECIAL ASSIGN,Service in Progress,"1100 N WATER ST,MILWAUKEE","{'lat': 43.044434, 'lng': -87.910932}",
18,182582740-Advised,182582740,2018-09-15 23:27:12,"5511 N 34TH ST,MKE",4,BATTERY,Advised,"5511 N 34TH ST,MILWAUKEE","{'lat': 43.117651, 'lng': -87.955337}",
19,182582737-Advised,182582737,2018-09-15 23:20:53,"7719 W WINFIELD AV,MKE",4,SHOTS FIRED,Advised,"7719 W WINFIELD AV,MILWAUKEE","{'lat': 43.132906, 'lng': -88.007901}",
20,182582668-Advised,182582668,2018-09-15 23:15:53,"4902 W GREEN TREE RD,MKE",4,WELFARE CITIZEN,Advised,"4902 W GREEN TREE RD,MILWAUKEE","{'lat': 43.141544, 'lng': -87.973009}",
21,182582684-Unable to Locate Complainant,182582684,2018-09-15 23:01:24,"3035 N 45TH ST,MKE",7,SUBJ WANTED,Unable to Locate Complainant,"3035 N 45TH ST,MILWAUKEE","{'lat': 43.07423, 'lng': -87.97013}",
22,182582635-Assignment Completed,182582635,2018-09-15 22:38:02,"2700 W ATKINSON AV,MKE",5,PARK AND WALK,Assignment Completed,"2700 W ATKINSAV,MILWAUKEE","{'lat': 43.097403, 'lng': -87.947457}",
23,182582772-Service in Progress,182582772,2018-09-15 23:38:24,"700-BLK N JEFFERSON ST,MKE",1,SPECIAL ASSIGN,Service in Progress,"700- N JEFFERSST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
24,182582771-Service in Progress,182582771,2018-09-15 23:38:19,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
25,182582725-Unable to Locate Complainant,182582725,2018-09-15 23:37:17,"938 S LAYTON BL,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant,"938 S LAYTBL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
26,182582766-Service in Progress,182582766,2018-09-15 23:35:49,"3785 S 27TH ST,MKE",6,CALL FOR POLICE,Service in Progress,"3785 S 27TH ST,MILWAUKEE","{'lat': 42.97574, 'lng': -87.950225}",
27,182582477-Service in Progress,182582477,2018-09-15 23:35:44,"2056 S LAYTON BL,MKE",2,ENTRY,Service in Progress,"2056 S LAYTBL,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
28,182582639-To be Filed,182582639,2018-09-15 22:40:23,"S BRUST AV / E OKLAHOMA AV,MKE",6,ACC PDO,To be Filed,"S BRUST AVE & E OKLAHOMA AV,MILWAUKEE","{'lat': 42.988227, 'lng': -87.889266}",
29,182582785-Assignment Completed,182582785,2018-09-15 23:43:32,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
30,182582781-Assignment Completed,182582781,2018-09-15 23:42:52,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
31,182582768-Advised,182582768,2018-09-15 23:42:04,"1928 E OKLAHOMA AV,MKE",6,WELFARE CITIZEN,Advised,"1928 E OKLAHOMA AV,MILWAUKEE","{'lat': 42.988472, 'lng': -87.885068}",
32,182582776-Service in Progress,182582776,2018-09-15 23:41:59,"451 N 31ST ST,MKE",3,BATTERY,Service in Progress,"451 N 31ST ST,MILWAUKEE","{'lat': 43.035476, 'lng': -87.95294}",
33,182582770-Service in Progress,182582770,2018-09-15 23:41:53,"3016 N CRAMER ST,MKE",1,FIGHT,Service in Progress,"3016 N CRAMER ST,MILWAUKEE","{'lat': 43.073276, 'lng': -87.886211}",
34,182582779-Assignment Completed,182582779,2018-09-15 23:41:25,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
35,182582778-Service in Progress,182582778,2018-09-15 23:40:35,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
36,182582766-Advised,182582766,2018-09-15 23:35:49,"3785 S 27TH ST,MKE",6,CALL FOR POLICE,Advised,"3785 S 27TH ST,MILWAUKEE","{'lat': 42.97574, 'lng': -87.950225}",
37,182582685-Assignment Completed,182582685,2018-09-15 23:02:57,"2105 W LAPHAM ST,MKE",2,SHOTSPOTTER,Assignment Completed,"2105 W LAPHAM ST,MILWAUKEE","{'lat': 43.013915, 'lng': -87.939671}",
38,182582527-Unable to Locate Complainant,182582527,2018-09-15 22:53:34,"7620 W DIXON ST,MKE",3,NOISE NUISANCE,Unable to Locate Complainant,"7620 W DIXST,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
39,182582796-Assignment Completed,182582796,2018-09-15 23:48:00,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed,"3626 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.077239, 'lng': -87.959228}",
40,182582794-Advised,182582794,2018-09-15 23:47:35,"1900 N 1ST ST,MKE",5,TRAFFIC STOP,Advised,"1900 N 1ST ST,MILWAUKEE","{'lat': 43.055791, 'lng': -87.910387}",
41,182582792-Assignment Completed,182582792,2018-09-15 23:47:11,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
42,182582786-Service in Progress,182582786,2018-09-15 23:46:11,"422 S 2ND ST,MKE",2,BATTERY DV,Service in Progress,"422 S 2ND ST,MILWAUKEE","{'lat': 43.026729, 'lng': -87.912197}",
43,182582791-Assignment Completed,182582791,2018-09-15 23:46:08,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
44,182582775-Advised,182582775,2018-09-15 23:45:41,"1700 N LINCOLN MEMORIAL DR,MKE",1,TRBL W/SUBJ,Advised,"1700 N LINCOLN MEMORIAL DR,MILWAUKEE","{'lat': 43.052832, 'lng': -87.884905}",
45,182582790-Assignment Completed,182582790,2018-09-15 23:45:12,"2920 N 4TH ST,MKE",5,OUT OF SERVICE,Assignment Completed,"2920 N 4TH ST,MILWAUKEE","{'lat': 43.071738, 'lng': -87.914995}",
46,182582778-Assignment Completed,182582778,2018-09-15 23:40:35,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
47,182582750-Unable to Locate Complainant,182582750,2018-09-15 23:28:58,"3239 N 9TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant,"3239 N 9TH ST,MILWAUKEE","{'lat': 43.076972, 'lng': -87.923018}",
48,182582812-Service in Progress,182582812,2018-09-15 23:54:37,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
49,182582795-Unable to Locate Complainant,182582795,2018-09-15 23:54:01,"2949 N 69TH ST,MKE",7,BATTERY DV,Unable to Locate Complainant,"2949 N 69TH ST,MILWAUKEE","{'lat': 43.0719, 'lng': -87.998743}",
50,182582807-Advised,182582807,2018-09-15 23:52:50,"W FOND DU LAC AV / W MAXWELL PL,MKE",7,TRAFFIC STOP,Advised,"W FOND DU LAC AVE & W MAXWELL PL,MILWAUKEE","{'lat': 43.092666, 'lng': -87.979746}",
51,182582801-Advised,182582801,2018-09-15 23:51:15,"1020 N OLD WORLD THIRD ST,MKE",1,INJ PERSON/SICK,Advised,"1020 N OLD WORLD THIRD ST,MILWAUKEE","{'lat': 43.043198, 'lng': -87.91432}",
52,182582770-City Citation(s) Issued,182582770,2018-09-15 23:41:53,"3016 N CRAMER ST,MKE",1,FIGHT,City Citation(s) Issued,"3016 N CRAMER ST,MILWAUKEE","{'lat': 43.073276, 'lng': -87.886211}",
53,182582819-Assignment Completed,182582819,2018-09-15 23:58:56,"7140 N 76TH ST,MKE",4,HOLDUP ALARM,Assignment Completed,"7140 N 76TH ST,MILWAUKEE","{'lat': 43.147944, 'lng': -88.004814}",
54,182582822-Service in Progress,182582822,2018-09-15 23:58:55,"E JUNEAU AV / N EDISON ST,MKE",1,FIGHT,Service in Progress,"E JUNEAU AVE & N EDISST,MILWAUKEE","{'lat': 43.045888, 'lng': -87.904915}",
55,182582805-Service in Progress,182582805,2018-09-15 23:58:51,"N 51ST BL / W HOPE AV,MKE",7,ACC PI,Service in Progress,"N 51ST BL & W HOPE AV,MILWAUKEE","{'lat': 43.093547, 'lng': -87.976973}",
56,182582720-Service in Progress,182582720,2018-09-15 23:57:12,"6618 N 91ST ST,MKE",4,BATTERY DV,Service in Progress,"6618 N 91ST ST,MILWAUKEE","{'lat': 43.138202, 'lng': -88.024749}",
57,182582814-Service in Progress,182582814,2018-09-15 23:55:31,"749 W STATE ST,MKE",1,CONVEY PROPERTY,Service in Progress,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
58,182590002-Advised,182590002,2018-09-16 00:03:46,"5151 S 6TH ST,MKE",6,CALL FOR POLICE,Advised,"5151 S 6TH ST,MILWAUKEE","{'lat': 42.951057, 'lng': -87.921438}",
59,182590007-Service in Progress,182590007,2018-09-16 00:03:34,"2900 W OKLAHOMA AV,MKE",6,ASSIGNMENT,Service in Progress,"2900 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.990356, 'lng': -87.9515}",
60,182582751-Service in Progress,182582751,2018-09-16 00:02:03,"5668 N 62ND ST,MKE",4,FAMILY TROUBL-DV,Service in Progress,"5668 N 62ND ST,MILWAUKEE","{'lat': 43.121066, 'lng': -87.987904}",
61,182582814-Assignment Completed,182582814,2018-09-15 23:55:31,"749 W STATE ST,MKE",1,CONVEY PROPERTY,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
62,182582812-Assignment Completed,182582812,2018-09-15 23:54:37,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
63,182582776-Advised/Referral,182582776,2018-09-15 23:41:59,"451 N 31ST ST,MKE",3,BATTERY,Advised/Referral,"451 N 31ST ST,MILWAUKEE","{'lat': 43.035476, 'lng': -87.95294}",
64,182582803-Service in Progress,182582803,2018-09-16 00:09:00,"3834 N 11TH ST,MKE",5,WELFARE CITIZEN,Service in Progress,"3834 N 11TH ST,MILWAUKEE","{'lat': 43.087376, 'lng': -87.924245}",
65,182590009-Service in Progress,182590009,2018-09-16 00:08:02,"2471 S GRAHAM ST,MKE",6,INJ PERSON/SICK,Service in Progress,"2471 S GRAHAM ST,MILWAUKEE","{'lat': 42.999389, 'lng': -87.903866}",
66,182582800-Service in Progress,182582800,2018-09-16 00:07:09,"2536 W WARNIMONT AV,MKE",6,IND EXPOSURE,Service in Progress,"2536 W WARNIMONT AV,MILWAUKEE","{'lat': 42.980012, 'lng': -87.947002}",
67,182582799-Service in Progress,182582799,2018-09-16 00:07:00,"3003 N BARTLETT AV,MKE",1,BATTERY,Service in Progress,"3003 N BARTLETT AV,MILWAUKEE","{'lat': 43.072964, 'lng': -87.88939}",
68,182582629-Advised,182582629,2018-09-16 00:06:47,"2974 N PROSPECT AV,MKE",1,TRBL W/SUBJ,Advised,"2974 N PROSPECT AV,MILWAUKEE","{'lat': 43.07236, 'lng': -87.880327}",
69,182582702-Service in Progress,182582702,2018-09-16 00:05:52,"5516 N 31ST ST,MKE",4,FAMILY TROUBL-DV,Service in Progress,"5516 N 31ST ST,MILWAUKEE","{'lat': 43.117867, 'lng': -87.951035}",
70,182582784-Unable to Locate Complainant,182582784,2018-09-16 00:05:20,"1870 W ATKINSON AV,MKE",5,WELFARE CITIZEN,Unable to Locate Complainant,"1870 W ATKINSAV,MILWAUKEE","{'lat': 43.088732, 'lng': -87.934018}",
71,182590012-Assignment Completed,182590012,2018-09-16 00:05:17,"7800 W APPLETON AV,MKE",7,BUSINESS CHECK,Assignment Completed,"7800 W APPLETAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
72,182582783-Service in Progress,182582783,2018-09-16 00:05:07,"3835 N 28TH ST,MKE",5,BATTERY DV,Service in Progress,"3835 N 28TH ST,MILWAUKEE","{'lat': 43.086977, 'lng': -87.948572}",
73,182582822-Cleared by Arrest,182582822,2018-09-15 23:58:55,"E JUNEAU AV / N EDISON ST,MKE",1,FIGHT,Cleared by Arrest,"E JUNEAU AVE & N EDISST,MILWAUKEE","{'lat': 43.045888, 'lng': -87.904915}",
74,182582787-Service in Progress,182582787,2018-09-16 00:13:59,"W MINERAL ST / S 2ND ST,MKE",2,ACC PDO,Service in Progress,"W MINERAL ST & S 2ND ST,MILWAUKEE","{'lat': 43.021124, 'lng': -87.91124}",
75,182590024-Assignment Completed,182590024,2018-09-16 00:11:42,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed,"245 W LINCOLN AV,MILWAUKEE","{'lat': 43.002354, 'lng': -87.913504}",
76,182582534-Service in Progress,182582534,2018-09-16 00:11:25,"7800 W FOND DU LAC AV,MKE",4,ACC PDO,Service in Progress,"7800 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.115955, 'lng': -88.008566}",
77,182582767-Advised,182582767,2018-09-16 00:10:59,"926 N CASS ST,MKE",1,NOISE NUISANCE,Advised,"926 N CASS ST,MILWAUKEE","{'lat': 43.043385, 'lng': -87.901538}",
78,182590022-Service in Progress,182590022,2018-09-16 00:10:58,"2142 S 25TH ST,MKE",2,SHOTSPOTTER,Service in Progress,"2142 S 25TH ST,MILWAUKEE","{'lat': 43.005722, 'lng': -87.944692}",
79,182582819-Advised/Referral,182582819,2018-09-15 23:58:56,"7140 N 76TH ST,MKE",4,HOLDUP ALARM,Advised/Referral,"7140 N 76TH ST,MILWAUKEE","{'lat': 43.147944, 'lng': -88.004814}",
80,182590039-Assignment Completed,182590039,2018-09-16 00:19:59,"5506 N 76TH ST,MKE",4,SUBJ WITH GUN,Assignment Completed,"5506 N 76TH ST,MILWAUKEE","{'lat': 43.1174, 'lng': -88.005461}",
81,182590041-Assignment Completed,182590041,2018-09-16 00:19:25,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
82,182582713-Unable to Locate Complainant,182582713,2018-09-16 00:19:17,"2576 N 50TH ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant,"2576 N 50TH ST,MILWAUKEE","{'lat': 43.065955, 'lng': -87.975779}",
83,182582659-Service in Progress,182582659,2018-09-16 00:18:08,"1508 S 7TH ST,MKE",2,WELFARE CITIZEN,Service in Progress,"1508 S 7TH ST,MILWAUKEE","{'lat': 43.01573, 'lng': -87.919271}",
84,182590035-Assignment Completed,182590035,2018-09-16 00:17:58,"N 44TH ST / W VLIET ST,MKE",3,TRBL W/SUBJ,Assignment Completed,"N 44TH ST & W VLIET ST,MILWAUKEE","{'lat': 43.045959, 'lng': -87.969158}",
85,182590001-Service in Progress,182590001,2018-09-16 00:17:21,"2645 N FARWELL AV,MKE",1,NOISE NUISANCE,Service in Progress,"2645 N FARWELL AV,MILWAUKEE","{'lat': 43.06699, 'lng': -87.88208}",
86,182590030-Advised/Referral,182590030,2018-09-16 00:16:55,"2044 W FOREST HOME AV,MKE",2,BATTERY,Advised/Referral,"2044 W FOREST HOME AV,MILWAUKEE","{'lat': 43.00626, 'lng': -87.939114}",
87,182590023-Service in Progress,182590023,2018-09-16 00:15:50,"1415 S 31ST ST,MKE",2,ENTRY AUTOS,Service in Progress,"1415 S 31ST ST,MILWAUKEE","{'lat': 43.016488, 'lng': -87.952918}",
88,182590018-Advised,182590018,2018-09-16 00:15:06,"6420 W CLARKE ST,MKE",7,TRBL W/SUBJ,Advised,"6420 W CLARKE ST,MILWAUKEE","{'lat': 43.067095, 'lng': -87.992722}",
89,182582534-Advised,182582534,2018-09-16 00:11:25,"7800 W FOND DU LAC AV,MKE",4,ACC PDO,Advised,"7800 W FOND DU LAC AV,MILWAUKEE","{'lat': 43.115955, 'lng': -88.008566}",
90,182582804-Assignment Completed,182582804,2018-09-16 00:23:29,"3805 W CENTER ST,MKE",3,WELFARE CITIZEN,Assignment Completed,"3805 W CENTER ST,MILWAUKEE","{'lat': 43.067753, 'lng': -87.961031}",
91,182590047-Advised,182590047,2018-09-16 00:22:00,"E NORTH AV / N CAMBRIDGE AV,MKE",1,TRAFFIC STOP,Advised,"E NORTH AVE & N CAMBRIDGE AV,MILWAUKEE","{'lat': 43.060151, 'lng': -87.891913}",
92,182590045-Assignment Completed,182590045,2018-09-16 00:21:07,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Assignment Completed,"749 W STATE ST,MILWAUKEE","{'lat': 43.042662, 'lng': -87.920879}",
93,182590042-Unable to Locate Complainant,182590042,2018-09-16 00:20:58,"N 36TH ST / W RUBY AV,MKE",7,SHOTS FIRED,Unable to Locate Complainant,"N 36TH ST & W RUBY AV,MILWAUKEE","{'lat': 43.098945, 'lng': -87.958053}",
94,182590028-Service in Progress,182590028,2018-09-16 00:20:56,"2262 S KINNICKINNIC AV,MKE",6,ACC PDO,Service in Progress,"2262 S KINNICKINNIC AV,MILWAUKEE","{'lat': 43.003532, 'lng': -87.904324}",
95,182590043-Assignment Completed,182590043,2018-09-16 00:20:41,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
96,182590022-Assignment Completed,182590022,2018-09-16 00:10:58,"2142 S 25TH ST,MKE",2,SHOTSPOTTER,Assignment Completed,"2142 S 25TH ST,MILWAUKEE","{'lat': 43.005722, 'lng': -87.944692}",
97,182590063-Service in Progress,182590063,2018-09-16 00:28:56,"2008 W CENTER ST,MKE",5,SHOOTING,Service in Progress,"2008 W CENTER ST,MILWAUKEE","{'lat': 43.067948, 'lng': -87.937553}",
98,182590061-Service in Progress,182590061,2018-09-16 00:28:31,"2767 N 9TH ST,MKE",5,SHOTSPOTTER,Service in Progress,"2767 N 9TH ST,MILWAUKEE","{'lat': 43.069182, 'lng': -87.922776}",
99,182590049-Service in Progress,182590049,2018-09-16 00:26:58,"2329 S 12TH ST,MKE",2,SHOTSPOTTER,Service in Progress,"2329 S 12TH ST,MILWAUKEE","{'lat': 43.002161, 'lng': -87.927525}",
100,182590054-Service in Progress,182590054,2018-09-16 00:26:43,"4903 N 39TH ST,MKE",7,FIRE,Service in Progress,"4903 N 39TH ST,MILWAUKEE","{'lat': 43.1072, 'lng': -87.961751}",
101,182582758-Unable to Locate Complainant,182582758,2018-09-16 00:25:37,"3350 N 85TH ST,MKE",7,NOISE NUISANCE,Unable to Locate Complainant,"3350 N 85TH ST,MILWAUKEE","{'lat': 43.079996, 'lng': -88.018394}",
102,182590055-Assignment Completed,182590055,2018-09-16 00:25:19,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
103,182590053-Advised,182590053,2018-09-16 00:25:12,"4251 W HOPE AV,MKE",7,TRAFFIC STOP,Advised,"4251 W HOPE AV,MILWAUKEE","{'lat': 43.093311, 'lng': -87.965684}",
104,182590034-Service in Progress,182590034,2018-09-16 00:34:47,"N 60TH ST / W SPOKANE ST,MKE",4,WELFARE CITIZEN,Service in Progress,"N 60TH ST & W SPOKANE ST,MILWAUKEE","{'lat': 43.143554, 'lng': -87.985574}",
105,182590014-Service in Progress,182590014,2018-09-16 00:34:16,"3314 N DOWNER AV,MKE",1,NOISE NUISANCE,Service in Progress,"3314 N DOWNER AV,MILWAUKEE","{'lat': 43.077984, 'lng': -87.877384}",
106,182582782-Advised,182582782,2018-09-16 00:34:09,"3022 N 26TH ST,MKE",5,NOISE NUISANCE,Advised,"3022 N 26TH ST,MILWAUKEE","{'lat': 43.073914, 'lng': -87.945617}",
107,182590052-Advised,182590052,2018-09-16 00:33:37,"5280 N 74TH ST,MKE",4,SUSP PERS/AUTO,Advised,"5280 N 74TH ST,MILWAUKEE","{'lat': 43.113951, 'lng': -88.002887}",
108,182590005-Service in Progress,182590005,2018-09-16 00:32:16,"2315 W MERRILL ST,MKE",2,NOISE NUISANCE,Service in Progress,"2315 W MERRILL ST,MILWAUKEE","{'lat': 43.007511, 'lng': -87.942852}",
109,182590058-Service in Progress,182590058,2018-09-16 00:30:18,"2949 N 59TH ST,MKE",7,BATTERY DV,Service in Progress,"2949 N 59TH ST,MILWAUKEE","{'lat': 43.072818, 'lng': -87.986492}",
110,182582741-Service in Progress,182582741,2018-09-16 00:30:11,"2300 S 12TH ST,MKE",2,DRUG DEALING,Service in Progress,"2300 S 12TH ST,MILWAUKEE","{'lat': 43.003, 'lng': -87.927291}",
111,182590049-Unable to Locate Complainant,182590049,2018-09-16 00:26:58,"2329 S 12TH ST,MKE",2,SHOTSPOTTER,Unable to Locate Complainant,"2329 S 12TH ST,MILWAUKEE","{'lat': 43.002161, 'lng': -87.927525}",
112,182582804-Advised/Referral,182582804,2018-09-16 00:23:29,"3805 W CENTER ST,MKE",3,WELFARE CITIZEN,Advised/Referral,"3805 W CENTER ST,MILWAUKEE","{'lat': 43.067753, 'lng': -87.961031}",
113,182582659-Unable to Locate Complainant,182582659,2018-09-16 00:18:08,"1508 S 7TH ST,MKE",2,WELFARE CITIZEN,Unable to Locate Complainant,"1508 S 7TH ST,MILWAUKEE","{'lat': 43.01573, 'lng': -87.919271}",
114,182582702-Advised,182582702,2018-09-16 00:05:52,"5516 N 31ST ST,MKE",4,FAMILY TROUBL-DV,Advised,"5516 N 31ST ST,MILWAUKEE","{'lat': 43.117867, 'lng': -87.951035}",
115,182582720-Advised/Referral,182582720,2018-09-15 23:57:12,"6618 N 91ST ST,MKE",4,BATTERY DV,Advised/Referral,"6618 N 91ST ST,MILWAUKEE","{'lat': 43.138202, 'lng': -88.024749}",
116,182582774-Service in Progress,182582774,2018-09-16 00:38:50,"2900 W OKLAHOMA AV,MKE",6,BATTERY,Service in Progress,"2900 W OKLAHOMA AV,MILWAUKEE","{'lat': 42.990356, 'lng': -87.9515}",
117,182590080-Service in Progress,182590080,2018-09-16 00:38:40,"11600 W PARK PL,MKE",4,RECKLESS VEHICLE,Service in Progress,"11600 W PARK PL,MILWAUKEE","{'lat': 43.154968, 'lng': -88.054266}",
118,182590084-Assignment Completed,182590084,2018-09-16 00:38:23,"4200 N 83RD ST,MKE",7,PARK AND WALK,Assignment Completed,"4200 N 83RD ST,MILWAUKEE","{'lat': 43.093628, 'lng': -88.015798}",
119,182590082-Assignment Completed,182590082,2018-09-16 00:38:13,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
120,182590071-Advised,182590071,2018-09-16 00:37:36,"2605 N 49TH ST,MKE",3,NOISE NUISANCE,Advised,"2605 N 49TH ST,MILWAUKEE","{'lat': 43.066304, 'lng': -87.975231}",
121,182582535-Advised,182582535,2018-09-16 00:35:23,"5418 N 36TH ST,MKE",4,CHILD CUSTODY,Advised,"5418 N 36TH ST,MILWAUKEE","{'lat': 43.116002, 'lng': -87.957136}",
