,ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status,Cleaned_Location,Coordinates,Error_Logging
33,182551062-Service in Progress,182551062,2018-09-12 12:33:42,"345 W ST PAUL AV,MKE",1,THEFT,Service in Progress,"345 W ST PAUL AV,MILWAUKEE","{'lat': 43.034555, 'lng': -87.922042}",
34,182551208-Service in Progress,182551208,2018-09-12 12:32:55,"N 60TH ST / W SILVER SPRING DR,MKE",4,ACC PI,Service in Progress,"N 60TH ST & W SILVER SPRING DR,MILWAUKEE","{'lat': 43.119325, 'lng': -87.986127}",
35,182551211-Service in Progress,182551211,2018-09-12 12:32:33,"9200 W WISCONSIN AV,MKE",3,FOLLOW UP,Service in Progress,"9200 W WISCONSIN AV,MILWAUKEE","{'lat': 43.038664, 'lng': -88.026389}",
36,182551206-City Citation(s) Issued,182551206,2018-09-12 12:32:04,"4701 S 20TH ST,MKE",6,TS TARGETED,City Citation(s) Issued,"4701 S 20TH ST,MILWAUKEE","{'lat': 42.959162, 'lng': -87.938859}",
37,182551205-Service in Progress,182551205,2018-09-12 12:31:34,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
38,182551057-Unable to Locate Complainant,182551057,2018-09-12 12:31:25,"10404 W KIEHNAU AV,MKE",4,TRBL W/SUBJ,Unable to Locate Complainant,"10404 W KIEHNAU AV,MILWAUKEE","{'lat': 43.137198, 'lng': -88.041563}",
39,182551198-Service in Progress,182551198,2018-09-12 12:30:38,"1930 E NORTH AV,MKE",1,INJ PERSON/SICK,Service in Progress,"1930 E NORTH AV,MILWAUKEE","{'lat': 43.060352, 'lng': -87.885906}",
40,182551203-Assignment Completed,182551203,2018-09-12 12:30:37,"9100 W OKLAHOMA AV,WA",OUT,BUSINESS CHECK,Assignment Completed,"9100 W OKLAHOMA AV,WA, MILWAUKEE","{'lat': 42.988926, 'lng': -88.02627}",
41,182551194-Service in Progress,182551194,2018-09-12 12:30:15,"N 60TH ST / W MILL RD,MKE",4,ACC PI,Service in Progress,"N 60TH ST & W MILL RD,MILWAUKEE","{'lat': 43.133936, 'lng': -87.986159}",
42,182551197-Assignment Completed,182551197,2018-09-12 12:29:14,"3268 N 16TH ST,MKE",5,SPECIAL ASSIGN,Assignment Completed,"3268 N 16TH ST,MILWAUKEE","{'lat': 43.078413, 'lng': -87.930766}",
43,182551196-Advised,182551196,2018-09-12 12:28:52,"7500 W MILL RD,MKE",4,TRAFFIC STOP,Advised,"7500 W MILL RD,MILWAUKEE","{'lat': 43.135265, 'lng': -88.004026}",
44,182551193-Service in Progress,182551193,2018-09-12 12:27:56,"5000 W CHAMBERS ST,MKE",7,FOLLOW UP,Service in Progress,"5000 W CHAMBERS ST,MILWAUKEE","{'lat': 43.074293, 'lng': -87.975935}",
45,182551190-Advised,182551190,2018-09-12 12:27:29,"N 6TH ST / W MICHIGAN ST,MKE",1,TRAFFIC STOP,Advised,"N 6TH ST & W MICHIGAN ST,MILWAUKEE",,"{'input': {'address_components': {'city': 'Milwaukee', 'state': 'MI', 'country': 'US'}, 'formatted_address': 'Milwaukee, MI'}, 'results': []}"
46,182551189-To be Filed,182551189,2018-09-12 12:27:09,"5151 S HOWELL AV,MKE",6,TRAFFIC STOP,To be Filed,"5151 S HOWELL AV,MILWAUKEE","{'lat': 42.950848, 'lng': -87.911231}",
47,182550941-Service in Progress,182550941,2018-09-12 12:27:05,"1320 W BURNHAM ST,MKE",2,THEFT,Service in Progress,"1320 W BURNHAM ST,MILWAUKEE","{'lat': 43.010759, 'lng': -87.928752}",
48,182551187-Assignment Completed,182551187,2018-09-12 12:26:33,"4703 N 73RD ST,MKE",7,FOLLOW UP,Assignment Completed,"4703 N 73RD ST,MILWAUKEE","{'lat': 43.10313, 'lng': -88.003537}",
49,182551185-Assignment Completed,182551185,2018-09-12 12:25:56,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
50,182551183-Service in Progress,182551183,2018-09-12 12:25:53,"2874 N 18TH ST,MKE",5,BATTERY DV,Service in Progress,"2874 N 18TH ST,MILWAUKEE","{'lat': 43.071184, 'lng': -87.935175}",
51,182551184-Service in Progress,182551184,2018-09-12 12:25:28,"300 E OAK ST, OAK CREEK",1,POLICE ADMIN,Service in Progress,"300 E OAK ST, OAK CREEK, MILWAUKEE","{'lat': 43.062404, 'lng': -87.941306}",
52,182551182-Service in Progress,182551182,2018-09-12 12:25:05,"3006 S 27TH ST,MKE",6,INVESTIGATION,Service in Progress,"3006 S 27TH ST,MILWAUKEE","{'lat': 42.990377, 'lng': -87.947407}",
53,182550953-Service in Progress,182550953,2018-09-12 12:24:37,"6525 W BURLEIGH ST,MKE",7,PROPERTY DAMAGE,Service in Progress,"6525 W BURLEIGH ST,MILWAUKEE","{'lat': 43.07509, 'lng': -87.993649}",
54,182551178-To be Filed,182551178,2018-09-12 12:23:14,"2544 S 43RD ST,MKE",6,TRAFFIC STOP,To be Filed,"2544 S 43RD ST,MILWAUKEE","{'lat': 42.998226, 'lng': -87.967623}",
55,182551176-Assignment Completed,182551176,2018-09-12 12:22:52,"2302 W CAPITOL DR,MKE",5,INJ PERSON/SICK,Assignment Completed,"2302 W CAPITOL DR,MILWAUKEE","{'lat': 43.089996, 'lng': -87.941006}",
56,182551177-Service in Progress,182551177,2018-09-12 12:22:44,"6680 N TEUTONIA AV,MKE",4,SPECIAL ASSIGN,Service in Progress,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
57,182551175-Service in Progress,182551175,2018-09-12 12:22:23,"2519 N 49TH ST,MKE",3,SUBJ WANTED,Service in Progress,"2519 N 49TH ST,MILWAUKEE","{'lat': 43.064718, 'lng': -87.975254}",
58,182551148-Advised,182551148,2018-09-12 12:21:58,"8110 W BROWN DEER RD,MKE",4,ABAND/STOLEN PRO,Advised,"8110 W BROWN DEER RD,MILWAUKEE","{'lat': 43.180918, 'lng': -88.011552}",
59,182551167-To be Filed,182551167,2018-09-12 12:21:40,"5818 N 80TH ST,MKE",4,RECOVERED VEH,To be Filed,"5818 N 80TH ST,MILWAUKEE","{'lat': 43.123675, 'lng': -88.010479}",
60,182551173-City Citation(s) Issued,182551173,2018-09-12 12:21:11,422 N 27TH STREET,SPD,TRAFFIC STOP,City Citation(s) Issued,"422 N 27TH STREET, MILWAUKEE","{'lat': 43.036241, 'lng': -87.947881}",
61,182551171-To be Filed,182551171,2018-09-12 12:20:38,"2843 N 20TH ST,MKE",5,VACANT HOUSE CHK,To be Filed,"2843 N 20TH ST,MILWAUKEE","{'lat': 43.070524, 'lng': -87.937711}",
62,182551072-Advised,182551072,2018-09-12 12:20:29,"7908 W HERBERT AV,MKE",7,NOISE NUISANCE,Advised,"7908 W HERBERT AV,MILWAUKEE","{'lat': 43.110185, 'lng': -88.009861}",
63,182551133-Advised,182551133,2018-09-12 12:17:52,"2627 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised,"2627 W CAPITOL DR,MILWAUKEE","{'lat': 43.0894, 'lng': -87.946558}",
64,182551156-Service in Progress,182551156,2018-09-12 12:17:48,"N MOTHER DANIELS WA / W HAMPTON AV,MKE",7,ACC PI,Service in Progress,"N MOTHER DANIELS WA & W HAMPTAV,MILWAUKEE","{'lat': 43.106267, 'lng': -87.957445}",
65,182551163-Assignment Completed,182551163,2018-09-12 12:17:19,"2999 N HUMBOLDT BL,MKE",5,FOLLOW UP,Assignment Completed,"2999 N HUMBOLDT BL,MILWAUKEE","{'lat': 43.072403, 'lng': -87.898133}",
66,182551162-Service in Progress,182551162,2018-09-12 12:16:52,"W FOND DU LAC AV / W MILL RD,MKE",4,ACC UNKN INJ,Service in Progress,"W FOND DU LAC AVE & W MILL RD,MILWAUKEE","{'lat': 43.133071, 'lng': -88.031481}",
67,182551161-Unable to Locate Complainant,182551161,2018-09-12 12:16:09,"3332 N 14TH ST,MKE",5,SUBJ WANTED,Unable to Locate Complainant,"3332 N 14TH ST,MILWAUKEE","{'lat': 43.079704, 'lng': -87.928152}",
68,182551159-Assignment Completed,182551159,2018-09-12 12:15:48,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
69,182551158-Service in Progress,182551158,2018-09-12 12:15:40,"3133 W HAMPTON AV,MKE",5,ACC PI,Service in Progress,"3133 W HAMPTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
70,182551154-Advised,182551154,2018-09-12 12:15:09,"2332 N FARWELL AV,MKE",1,ACC PDO,Advised,"2332 N FARWELL AV,MILWAUKEE","{'lat': 43.060693, 'lng': -87.884303}",
71,182551135-Advised,182551135,2018-09-12 12:12:27,"719 S CESAR E CHAVEZ DR,MKE",2,TRBL W/SUBJ,Advised,"719 S CESAR E CHAVEZ DR,MILWAUKEE","{'lat': 43.023668, 'lng': -87.933368}",
72,182551045-Advised,182551045,2018-09-12 12:09:53,"1555 W CHAMBERS ST,MKE",5,TRBL W/SUBJ,Advised,"1555 W CHAMBERS ST,MILWAUKEE","{'lat': 43.072766, 'lng': -87.932405}",
73,182551146-Assignment Completed,182551146,2018-09-12 12:09:02,"545 N 33RD ST,MKE",3,INVESTIGATION,Assignment Completed,"545 N 33RD ST,MILWAUKEE","{'lat': 43.037153, 'lng': -87.955502}",
74,182551121-Unable to Locate Complainant,182551121,2018-09-12 12:07:34,"2826 N 35TH ST,MKE",7,TRBL W/SUBJ-DV,Unable to Locate Complainant,"2826 N 35TH ST,MILWAUKEE","{'lat': 43.070309, 'lng': -87.956956}",
75,182551144-Assignment Completed,182551144,2018-09-12 12:05:41,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed,"3869 S 84TH ST,MILWAUKEE","{'lat': 42.974045, 'lng': -88.018181}",
76,182550946-Unable to Locate Complainant,182550946,2018-09-12 12:05:08,"2202 S 12TH ST,MKE",2,SUBJ WANTED,Unable to Locate Complainant,"2202 S 12TH ST,MILWAUKEE","{'lat': 43.002927, 'lng': -87.927134}",
77,182551050-Unable to Locate Complainant,182551050,2018-09-12 12:05:04,"7311 W CAPITOL DR,MKE",7,SUBJ WANTED,Unable to Locate Complainant,"7311 W CAPITOL DR,MILWAUKEE","{'lat': 43.089449, 'lng': -88.003043}",
78,182551143-City Citation(s) Issued,182551143,2018-09-12 12:04:53,422 N 27TH STREET,SPD,TRAFFIC STOP,City Citation(s) Issued,"422 N 27TH STREET, MILWAUKEE","{'lat': 43.036241, 'lng': -87.947881}",
79,182551131-Unable to Locate Complainant,182551131,2018-09-12 12:03:49,"2149 S 24TH ST,MKE",2,WELFARE CITIZEN,Unable to Locate Complainant,"2149 S 24TH ST,MILWAUKEE","{'lat': 43.005555, 'lng': -87.944097}",
80,182551139-To be Filed,182551139,2018-09-12 12:02:35,"2319 W AUER AV,MKE",5,FOLLOW UP,To be Filed,"2319 W AUER AV,MILWAUKEE","{'lat': 43.076582, 'lng': -87.941627}",
81,182551136-Assignment Completed,182551136,2018-09-12 12:01:05,"2900 W COLDSPRING, GREENFIELD",6,SPECIAL ASSIGN,Assignment Completed,"2900 W COLDSPRING, GREENFIELD, MILWAUKEE","{'lat': 42.967171, 'lng': -87.951403}",
82,182551134-Unable to Locate Complainant,182551134,2018-09-12 12:01:03,"1126 E VIENNA AV,MKE",5,SHOTS FIRED,Unable to Locate Complainant,"1126 E VIENNA AV,MILWAUKEE","{'lat': 43.086679, 'lng': -87.896427}",
83,182551129-Advised,182551129,2018-09-12 12:00:40,"2407 N 44TH ST,MKE",3,BATTERY,Advised,"2407 N 44TH ST,MILWAUKEE","{'lat': 43.062669, 'lng': -87.969098}",
84,182551035-Assignment Completed,182551035,2018-09-12 12:00:06,"3357 N OAKLAND AV,MKE",1,ENTRY AUTOS,Assignment Completed,"3357 N OAKLAND AV,MILWAUKEE","{'lat': 43.078895, 'lng': -87.888035}",
85,182551116-Service in Progress,182551116,2018-09-12 11:59:52,"2305 W CLARKE ST,MKE",3,ENTRY,Service in Progress,"2305 W CLARKE ST,MILWAUKEE","{'lat': 43.065758, 'lng': -87.941402}",
86,182551127-Advised,182551127,2018-09-12 11:58:44,"817 S 22ND ST,MKE",2,TRBL W/SUBJ,Advised,"817 S 22ND ST,MILWAUKEE","{'lat': 43.022121, 'lng': -87.940991}",
87,182551126-Unable to Locate Complainant,182551126,2018-09-12 11:57:20,"3146 W GLENDALE AV,MKE",5,CALL FOR POLICE,Unable to Locate Complainant,"3146 W GLENDALE AV,MILWAUKEE","{'lat': 43.100994, 'lng': -87.952261}",
88,182551125-Advised,182551125,2018-09-12 11:56:15,837 S 2ND ST,SPD,TRAFFIC STOP,Advised,"837 S 2ND ST, MILWAUKEE","{'lat': 43.022427, 'lng': -87.912884}",
89,182551086-Advised,182551086,2018-09-12 11:56:11,"1677 N FARWELL AV,MKE",1,TRBL W/SUBJ,Advised,"1677 N FARWELL AV,MILWAUKEE","{'lat': 43.05277, 'lng': -87.892682}",
90,182551124-City Citation(s) Issued,182551124,2018-09-12 11:55:40,"1028 W CAPITOL DR,MKE",5,TRAFFIC STOP,City Citation(s) Issued,"1028 W CAPITOL DR,MILWAUKEE","{'lat': 43.089702, 'lng': -87.924208}",
91,182551119-Assignment Completed,182551119,2018-09-12 11:55:20,"2050 S 24TH ST,MKE",2,FIRE,Assignment Completed,"2050 S 24TH ST,MILWAUKEE","{'lat': 43.007363, 'lng': -87.943321}",
92,182551120-Service in Progress,182551120,2018-09-12 11:54:36,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress,"6929 W SILVER SPRING DR,MILWAUKEE","{'lat': 43.118893, 'lng': -87.998216}",
93,182551113-Advised/Referral,182551113,2018-09-12 11:54:07,"5348 N 91ST ST,MKE",4,ENTRY,Advised/Referral,"5348 N 91ST ST,MILWAUKEE","{'lat': 43.115074, 'lng': -88.025298}",
94,182551115-Assignment Completed,182551115,2018-09-12 11:53:49,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed,"2333 N 49TH ST,MILWAUKEE","{'lat': 43.061433, 'lng': -87.975516}",
95,182551111-Assignment Completed,182551111,2018-09-12 11:51:45,"500 E OAK ST, OAK CREEK",4,PROPERTY PICKUP,Assignment Completed,"500 E OAK ST, OAK CREEK, MILWAUKEE","{'lat': 42.923133, 'lng': -87.904962}","{'input': {'address_components': {'number': '500', 'predirectional': 'W', 'street': 'Oak', 'suffix': 'St', 'formatted_street': 'W Oak St', 'city': 'Milwaukee', 'state': 'WI', 'zip': '53206', 'country': 'US'}, 'formatted_address': '500 W Oak St, Milwaukee, WI 53206'}, 'results': [{'address_components': {'number': '500', 'predirectional': 'E', 'street': 'Oak', 'suffix': 'St', 'formatted_street': 'E Oak St', 'city': 'Oak Creek', 'county': 'Milwaukee County', 'state': 'WI', 'zip': '53154', 'country': 'US'}, 'formatted_address': '500 E Oak St, Oak Creek, WI 53154', 'location': {'lat': 42.923133, 'lng': -87.904962}, 'accuracy': 0.7, 'accuracy_type': 'rooftop', 'source': 'Milwaukee'}, {'address_components': {'number': '500', 'predirectional': 'E', 'street': 'Oak', 'suffix': 'St', 'formatted_street': 'E Oak St', 'city': 'Oak Creek', 'county': 'Milwaukee County', 'state': 'WI', 'zip': '53154', 'country': 'US'}, 'formatted_address': '500 E Oak St, Oak Creek, WI 53154', 'location': {'lat': 42.923267, 'lng': -87.906352}, 'accuracy': 0.7, 'accuracy_type': 'rooftop', 'source': 'Statewide'}, {'address_components': {'predirectional': 'W', 'street': 'Oak', 'suffix': 'St', 'formatted_street': 'W Oak St', 'city': 'Milwaukee', 'county': 'Milwaukee County', 'state': 'WI', 'zip': '53206', 'country': 'US'}, 'formatted_address': 'W Oak St, Milwaukee, WI 53206', 'location': {'lat': 43.062404, 'lng': -87.941306}, 'accuracy': 0.7, 'accuracy_type': 'street_center', 'source': 'TIGER/Line® dataset from the US Census Bureau'}]}"
96,182551107-Unable to Locate Complainant,182551107,2018-09-12 11:51:11,"S 13TH ST / W MORGAN AV,MKE",6,ACC PDO,Unable to Locate Complainant,"S 13TH ST & W MORGAN AV,MILWAUKEE","{'lat': 42.981054, 'lng': -87.928946}",
97,182551241-Advised,182551241,2018-09-12 12:54:40,"3921 N 17TH ST,MKE",5,TRBL W/SUBJ,Advised,"3921 N 17TH ST,MILWAUKEE","{'lat': 43.088246, 'lng': -87.932266}",
98,182551280-Service in Progress,182551280,2018-09-12 12:54:24,"949 N 9TH ST,MKE",1,COURT DUTY,Service in Progress,"949 N 9TH ST,MILWAUKEE","{'lat': 43.041733, 'lng': -87.923662}",
99,182551278-Service in Progress,182551278,2018-09-12 12:53:53,"7425 W LAYTON AVE, GREENFIELD",6,FOLLOW UP,Service in Progress,"7425 W LAYTAVE, GREENFIELD, MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
100,182551279-Service in Progress,182551279,2018-09-12 12:53:53,"S 9TH ST / W HISTORIC MITCHELL ST,MKE",2,PARK AND WALK,Service in Progress,"S 9TH ST & W HISTORIC MITCHELL ST,MILWAUKEE","{'lat': 43.012293, 'lng': -87.9227}",
101,182551142-Advised,182551142,2018-09-12 12:53:42,"1542 S 9TH ST,MKE",2,RECK USE OF WEAP,Advised,"1542 S 9TH ST,MILWAUKEE","{'lat': 43.015067, 'lng': -87.922105}",
102,182551276-Advised/Referral,182551276,2018-09-12 12:52:17,"4912 N 65TH ST,MKE",7,FIGHT,Advised/Referral,"4912 N 65TH ST,MILWAUKEE","{'lat': 43.10747, 'lng': -87.992101}",
103,182551277-Advised,182551277,2018-09-12 12:52:11,"247 S 92ND ST,MKE",3,TRAFFIC STOP,Advised,"247 S 92ND ST,MILWAUKEE","{'lat': 43.028819, 'lng': -88.027686}",
104,182551132-Service in Progress,182551132,2018-09-12 12:51:51,"N PROSPECT AV / E KNAPP ST,MKE",1,ENTRY AUTOS,Service in Progress,"N PROSPECT AVE & E KNAPP ST,MILWAUKEE","{'lat': 43.046876, 'lng': -87.896991}",
105,182551272-Advised,182551272,2018-09-12 12:50:45,2348 N HUMBOLDT AV,SPD,TRAFFIC STOP,Advised,"2348 N HUMBOLDT AV, MILWAUKEE","{'lat': 43.061295, 'lng': -87.897412}",
106,182551222-Service in Progress,182551222,2018-09-12 12:50:43,"5811 W THURSTON AV,MKE",4,LOOSE ANIMAL,Service in Progress,"5811 W THURSTAV,MILWAUKEE","{'lat': 43.011264, 'lng': -87.958409}",
107,182551262-Unable to Locate Complainant,182551262,2018-09-12 12:50:06,"1135 W LAPHAM BL,MKE",2,LOOSE ANIMAL,Unable to Locate Complainant,"1135 W LAPHAM BL,MILWAUKEE","{'lat': 43.013879, 'lng': -87.926424}",
108,182551234-To be Filed,182551234,2018-09-12 12:41:22,"N MARSHALL ST / E WELLS ST,MKE",1,ACC PDO,To be Filed,"N MARSHALL ST & E WELLS ST,MILWAUKEE",,"{'input': {'address_components': {'predirectional': 'N', 'street': 'Marshall', 'suffix': 'St', 'formatted_street': 'N Marshall St', 'city': 'Milwaukee', 'state': 'WI', 'zip': '53202', 'country': 'US'}, 'formatted_address': 'N Marshall St and E Wells St, Milwaukee, WI 53202'}, 'results': []}"
109,182551193-Assignment Completed,182551193,2018-09-12 12:27:56,"5000 W CHAMBERS ST,MKE",7,FOLLOW UP,Assignment Completed,"5000 W CHAMBERS ST,MILWAUKEE","{'lat': 43.074293, 'lng': -87.975935}",
110,182551177-Assignment Completed,182551177,2018-09-12 12:22:44,"6680 N TEUTONIA AV,MKE",4,SPECIAL ASSIGN,Assignment Completed,"6680 N TEUTONIA AV,MILWAUKEE","{'lat': 43.139111, 'lng': -87.952424}",
